번호,상호,영업표지,대표자,등록번호,업종
88,(주)에스피씨삼립,따삐오,이명구,20080200109,제과제빵
89,(주)에스피씨삼립,르뽀미에,이명구,20080200110,제과제빵
90,이지니-쌩뜨메르농업사회협동조합,이지니-쌩뜨메르,"FOSSEY Arnaud, Emmanuel, Richard",20180254,제과제빵
91,(주)씨앤피베이커리,OuR Bakery (아우어베이커리),김형순,20200071,제과제빵
92,(주)더블유엔씨,토스트카페마리,노정현,20180759,제과제빵
93,(주)엘케이글로벌,빵사부식빵공방,권혁준,20170833,제과제빵
94,(주)지에프네트웍스,빠아앙,고해준,20171323,제과제빵
95,(주)홍베이팡,홍베이팡,허정인,20190332,제과제빵
96,(주)본가정항우케익,본가정항우케익,정항우,20190907,제과제빵
97,(주)키푸디,CROCRO (크로크로),"권옥지, 김지안",20141082,제과제빵
98,(주)데코르,데코르,양희철,20150524,제과제빵
99,비알코리아(주),던킨/던킨도너츠,김창대,20080500016,제과제빵
100,(주)루시카토,마리웨일237,강인석,20150594,제과제빵
101,(주)더본코리아,빽다방베이커리,백종원,20191285,제과제빵
102,(주)빈스킹코리아,빈스킹토스트,"주동진, 허진",20171463,제과제빵
103,(주)씨지에스에프앤비,스페로스페라,김동진,20100100026,제과제빵
104,(주)바른식빵,바른식빵,허정인,20180039,제과제빵
105,(주)스토리뱅크,베이크스토리,유제성,20141174,제과제빵
106,레인보우마카롱,레인보우마카롱,정원태,20190061,제과제빵
107,고집불통식빵싸부,고집불통 식빵싸부,이성규,20171208,제과제빵
108,(주)롤링핀컴퍼니,롤링핀,"이범식, 홍경기",20140306,제과제빵
109,(주)프리스코,더브라운,김양수,20180100,제과제빵
110,씨제이푸드빌(주),뚜레쥬르,정성필,20080100039,제과제빵
111,H2(에이치2),오케이크(O'CAKE),박규하,20170589,제과제빵
112,케익타르트,내가만든미케익,민복기,20090100216,제과제빵
113,타르트팜,타르트팜,이충경,20130320,제과제빵
114,(주)홉슈크림코리아,홉슈크림,유명숙,20170205,제과제빵
115,(주)파티시에,쁘띠렌,박성민,20120100592,제과제빵
116,(주)파티시에,케이크만들기단하나(DANHANA),박성민,20100100070,제과제빵
117,(주)코끼리와친구들,동빵,김수정,20110100439,제과제빵
118,(주)낙산에프앤비,Wetzel's Pretzels(웻즐스프레즐),라성윤,20180337,제과제빵
119,(주)블럭에프에스,블럭제빵소,박재영,20161181,제과제빵
120,(주)유정에프앤비,트윗젤(TWITZEL),"황교영,박성기",20141213,제과제빵
121,스위트밀(주),비어드파파,최동욱,20150888,제과제빵
122,(주)한스제과,한스(HANS),안주태 외 2인,20120100672,제과제빵
123,(주)홍두당,홍두당푸디아근대골목단팥빵,정성휘,20151021,제과제빵
124,롯데지알에스(주),크리스피크림,남익우,20140778,제과제빵
125,(주)몬스터컴퍼니,와플몬스터,김형준,20171061,제과제빵
126,본정초콜릿(주),본정,이종태,20170937,제과제빵
127,(주)명품정항우케익,정항우케익,정항우,20160027,제과제빵
128,와플대학협동조합,와플대학,강보미,20141237,제과제빵
129,(주)서래스터,와플킹,박철,20150803,제과제빵
130,정이당,행복한찹쌀,오정,20180027,제과제빵
131,수호두파이,수호두파이,백진명,20130311,제과제빵
132,(주)몬쉘코리아,몽슈슈,김수근,20190689,제과제빵
133,더베리와플,더베리와플,홍성우,20181123,제과제빵
134,(주)에잇비돌체,에잇비돌체,황영선,20160857,제과제빵
135,명랑시대외식청년창업협동조합,명랑시대쌀핫도그,이종형,20161137,제과제빵
136,(주)피쉐프코리아,빵장수꽈배기,박기태,20160997,제과제빵
137,(주)부광,꽈배기마법사,신영자,20190588,제과제빵
138,(주)마스터에프엔비,송사부수제쌀고로케,"강지훈, 허윤재",20171425,제과제빵
139,정명F/B,더착한베이커리카페,오동호,20190569,제과제빵
140,(주)강동오케익,풍년제과,강동오,20080400011,제과제빵
141,(주)와이비운용사업부,대만샌드위치 티앙웨이,조허정,20190212,제과제빵
142,도담도담플랜,도담도담식빵,김태형,20181367,제과제빵
143,블루빈컴퍼니(주),시나본(CINNABON),김태준,20181161,제과제빵
144,(주)행복생활건강,위드파오(WITH PAO),공보영,20170277,제과제빵
145,(주)반고푸드시스템,반월당고로케,박종훈,20130187,제과제빵
146,(주)베이커스필드,베이커스필드,김은경,20140072,제과제빵
147,주식회사 라베또,라베또,이은하,20190315,제과제빵
