번호,상호,영업표지,대표자,등록번호,업종
159,가월돈까스,가월돈까스,이두찬,20190968,일식
160,(주)더준푸드원,마카나이,이승우,20171293,일식
161,노르딕오션,호미곶간,"이재홍, 신수현",20190965,일식
162,(주)카모메호스피탈리티그룹,코코로벤또,최진수,20120100099,일식
163,(주)카모메호스피탈리티그룹,카모메,최진수,20110100115,일식
164,(주)청년부름,유부남,윤철해,20171369,일식
165,나미공작소,이케멘 돈카츠,조승현,20180647,일식
166,푸드리퍼블릭코리아(유),간코,전유빈,20190939,일식
167,오와스시,오와스시,윤정환,20160524,일식
168,(주)보우앤파트너스,미소야,이진규,20080100430,일식
169,프런치코리아,쿡플,이성종,20150377,일식
170,(주)즐거운,아프로,권성준,20171550,일식
171,(주)우리우스,키햐아,김수인,20160491,일식
172,(주)올바른에프앤비,미카도스시,고영호,20170126,일식
173,(주)오리엔탈푸드코리아,멘무샤조이,박규성,20150926,일식
174,(주)엘에스에프앤비,시타마치라멘,이강석,20181365,일식
175,흥인푸드,코소코소,"박만수, 이경은",20180322,일식
176,(주)겐텐,겐텐,김기봉,20181306,일식
177,원카츠,원카츠,"김동원, 변기원",20190776,일식
178,(주)바이문,스시생선가게,문석현,20160744,일식
179,(주)스시어왕,스시어왕,허예순,20170084,일식
180,(주)라보아테나,켄비멘리키,조용현,20190685,일식
181,쿠산코리아(주),카네마야(kanemaya),"김동완, 최재석",20110100453,일식
182,스타동패밀리,스타동,이승근,20160643,일식
183,(주)원앤원에프앤비,삼미식당,최준우,20190650,일식
184,(주)무라,무라,문병우,20161080,일식
185,행복한사람들,행복한초밥 행초,"임지용, 이동건",20171269,일식
186,(주)리코플레이트,청담정스시,이정욱,20160716,일식
187,(주)에프씨천상,이태원천상,박순임,20100100171,일식
188,(주)야베스코리아,몬스터스시&사시미,김진태,20190566,일식
189,(주)왕컴퍼니,이자와,왕정숙,20151283,일식
190,(주)새모양에프앤비,봄초밥 여름소바,이전무,20190508,일식
191,(주)씨씨컴퍼니,키햐아,"조진현, 최지영",20180504,일식
192,(주)제라진에프엔비,제라진돈가스,이슬기,20181203,일식
193,동양카레,동양카레,배승준,20190356,일식
194,(주)골든스트릿,심야오뎅,"최종국, 이형진",20180210,일식
195,훈쿡,훈쿡,박종훈,20171212,일식
196,겐지,상수본겐지,이용석,20180416,일식
197,카츠탄탄(TheTANTAN),카츠탄탄,김영창,20190044,일식
198,(주)웰푸드시스템,오사카그릴,손충환,20140424,일식
199,투인샤브,2in샤브,박영순,20190302,일식
200,(주)동심컴퍼니,홈팝참치,이창성,20160839,일식
201,모밀방,모바소바,"정해용, 정원식",20190231,일식
