번호,상호,영업표지,대표자,등록번호,업종
270,79푸드컴퍼니(주),79네수육국밥,윤용현,20170182,기타 외식
271,(주)라라에프앤비(RARAF&B),라라코스트(raracost),안영진,20130012,기타 외식
272,(주)기성피제이에스,곱창이야기,박정수,20130100234,기타 외식
273,(주)성신에프씨,뽕잎사랑샤브칼국수보쌈냉면,유지호,20080100455,기타 외식
274,(주)바름,개성집,최석균,20150488,기타 외식
275,소바루,소바루,이광구,20181186,기타 외식
276,보고싶다(주),보고싶다,정성욱,20180914,기타 외식
277,(유)콩샌,콩샌,지미경,20120400013,기타 외식
278,(주)불소,불소식당,임금옥,20140474,기타 외식
279,카레온가맹본부,카레온,"노경환, 함수현",20200587,기타 외식
280,(주)디에스에프앤비,헝그리박스,김태훈,20170808,기타 외식
281,(주)우석글로벌비즈,그린애플,허두산,20170202,기타 외식
282,(주)그레이스식품,더하고부대찌개,이현택,20190442,기타 외식
283,(주)마루에프앤씨,회덮밥전문점인마루,김기돈,20090500030,기타 외식
284,불철주야컨설팅,가마솥김치찜,이수진,20180909,기타 외식
285,(주)진원에프씨,연희옥,손진원,20180587,기타 외식
286,낚시꾼김춘복의도시어부,낚시꾼 김춘복의 도시어부,김지회,20200485,기타 외식
287,(주)상건,국대오리,라승연,20130100087,기타 외식
288,(주)은혜푸드,만복국수집,이창원,20090100597,기타 외식
289,(주)상건,바B큐맥덕,라승연,20170344,기타 외식
290,(주)하늘정원,팔팔문어 전복탕,진 호영,20170593,기타 외식
291,(주)지더블유에프앤비,튀지1985,김건우,20190790,기타 외식
292,(주)계림식품농업회사법인,에그파파,조형상,20150055,기타 외식
293,(주)태정지엔에프,율이네 육소정,황정애,20200061,기타 외식
294,(주)오제이푸드,오장동흥남집,윤재순,20171305,기타 외식
295,에스엠(SM)푸드,에스엠푸드,옥혜정,20200094,기타 외식
296,(주)영광식품,청주본가,김헌수,20100500056,기타 외식
297,(주)델리푸드,델리커리(DELHICURRY),김민찬,20090100503,기타 외식
298,(주)로드썬,원조전통명가 통큰할매순대국,김만성,20160013,기타 외식
299,(유)지앤에스,황가네꼼닭,표영수,20160434,기타 외식
300,㈜위드컴퍼니에이치앤비,미도인(味道人),정민섭,20200343,기타 외식
301,(주)미식주,보고싶다,이경숙,20190258,기타 외식
302,(주)미소에프엔씨,화화,유인성,20100500044,기타 외식
303,(주)더굿에프앤씨,고기굽는카페조선,김종수,20130100445,기타 외식
304,(주)영광식품,김이박부대찌개앤스테이크,김헌수,20140761,기타 외식
305,NC에프앤비(F&B),겟201(GET201),허원찬,20170698,기타 외식
306,(주)어다한,범표어묵,이규민,20181312,기타 외식
307,(주)바로온,바로온쉐프,김경구,20191227,기타 외식
308,(주)한창이앤피,황금소,김현숙,20140972,기타 외식
309,(주)문패밀리,문토스트,"배선옥,임종철",20180630,기타 외식
310,(주)중앙식품,춘천꼬꼬닭갈비,홍대표,20110100606,기타 외식
311,(주)거룩한일오삼,연어로만,신효철,20170355,기타 외식
312,(주)피플블라썸,광명대창집,이용탁,20191330,기타 외식
313,(주)티아이코스모스,육봉달,김건우,20120100250,기타 외식
314,(주)피플블라썸,곱창폭식,이용탁,20150986,기타 외식
315,우와,우와,김준영,20181136,기타 외식
316,(주)참살드림,참살가마,윤신덕,20191394,기타 외식
317,(주)정다정에프앤비,수유다래함박스텍,정성욱,20190877,기타 외식
318,에코푸드(주),심민속촌,김광산,20170685,기타 외식
319,홍이F&B,막창품은뒷고기,홍 성란,20180645,기타 외식
320,홍이F&B,꿀꿀이 생막창,홍성란,20160492,기타 외식
321,(주)폴스타파트너스,다채,김대성,20140081,기타 외식
322,(주)빅쭌푸드,빅쭌부대찌개,길윤식,20181029,기타 외식
323,(주)스타프렌차이즈,육회한 감전통닭,양윤모,20140735,기타 외식
324,(주)광개토에프에스,원조 김할머니 의령소바,이호용,20120300035,기타 외식
325,제니스테이블,제니스 테이블,윤희영,20191002,기타 외식
326,달곰푸드,달곰김밥,한정호,20170186,기타 외식
327,연어이야기,연어이야기,정영민,20180560,기타 외식
328,(주)폴스타파트너스,더돈까스(the돈까스),김대성,20140080,기타 외식
329,(주)팬아시아다인힐,팬아시아(Pan Asia),배진규,20130346,기타 외식
330,(주)엘케이푸드글로벌,이태리반점,손관선,20150471,기타 외식
331,(주)엘케이푸드글로벌,로니로티,손관선,20130029,기타 외식
332,(주)다함컴퍼니,금화왕돈까스,정현진,20190567,기타 외식
333,(주)에스에스에프앤비,신사소곱창,오찬식,20140103,기타 외식
334,(주)푸드테이너컴퍼니,곱창파이터,권세민,20180910,기타 외식
335,(주)노른자팩토리,누룩꽃 피는날,장성희,20120400043,기타 외식
336,굴담푸드,굴담,하 정숙,20170654,기타 외식
337,(주)리앤브라더스컴퍼니,노군꼬치,이병훈,20161030,기타 외식
338,(주)웰빙푸드에프씨,월남쌈김상사,임도형,20100500012,기타 외식
339,(주)얌얌레시피치요남치킨,찜닭파는집,홍성민,20200437,기타 외식
340,(주)어다한,어다한,이규민,20180918,기타 외식
341,(주)더나은에프앤디,곱창제작소,진주은,20160388,기타 외식
342,(주)푸드테이너컴퍼니,바비큐BOX,권세민,20171149,기타 외식
343,(주)씨에이치월드푸드,대한닭발1979,조철희,20140280,기타 외식
344,와플칸,와플칸,김동찬,20191403,기타 외식
345,(주)푸드엠코리아,바비박스,"박상임, 김새한",20110100598,기타 외식
346,(주)백호에프앤비,서병장대김이병,서형석,20100100550,기타 외식
347,(주)청춘감성쌀핫도그,청춘감성쌀핫도그,허정인,20170214,기타 외식
348,(주)교아당,놀라몬드,김빛나,20191277,기타 외식
349,어죽대부푸드,어죽대부,장은호,20160514,기타 외식
350,(주)해피푸드,김영희강남동태찜,김영희,20130261,기타 외식
351,(주)서울스토리,모소리,한동현,20190234,기타 외식
352,에프엠에프(주),베테랑바베큐,배진구,20140298,기타 외식
353,(주)강남에프앤비,화덕고깃간,전희성,20170920,기타 외식
354,농장사람들(주),농장사람들,이봉윤,20171451,기타 외식
355,(주)사리원,사리원,김래현,20161104,기타 외식
356,(주)태양부,태양부양꼬치,박주화,20160820,기타 외식
357,(주)해랑,해초과메기,강동환,20170813,기타 외식
358,(주)한국창업경제연구소,고기굽는짬장,장정용,20080100320,기타 외식
359,(주)엔씨코리아푸드,오쭈,김좌윤,20140515,기타 외식
360,(주)삼다돈,삼다돈,유행수,20190164,기타 외식
361,만호F&B,스시네코,김성일,20190279,기타 외식
362,(주)오색만찬,오봉찜닭,남재우,20200527,기타 외식
363,(주)배달돼지,냉면&덮밥도 배달돼지,신소정,20200533,기타 외식
364,(주)굿맨프리미어파트너스,훠궈야,김병만,20191443,기타 외식
365,공감에프앤씨,공원와플,허창렬,20200525,기타 외식
366,(주)사랑과선행,효도쿡123,이강민,20190134,기타 외식
367,(주)대구반야월막창,대구반야월막창,최우진,2.01001E+11,기타 외식
368,쿠잉에프엔씨(CooingF&C),미스코다리 미스터황태,전서경,20171071,기타 외식
369,(주)라핀카코리아,스마일핫도그&커피,황의명,20180172,기타 외식
370,더블유씨food,포항황소곱창,이상민,20190080,기타 외식
371,(주)청초수씨푸드,청초수물회&섭국,김진성,20120100555,기타 외식
372,새우꺾기,새우꺾기,이진성,20151061,기타 외식
373,도담유통,도담육개장,이영록,20160183,기타 외식
374,(주)우텐더코리아,우텐더,윤정우,20180300,기타 외식
375,정담은보쌈(주),정담은보쌈,김학미,20160157,기타 외식
376,송죽부산밀면국밥,장원표 밀면국밥,장원표,20191242,기타 외식
377,(주)교동컴퍼니,고양이부엌,"김주환, 박동재",20150415,기타 외식
378,(주)두빛나래,비와별 닭갈비,김한얼,20160591,기타 외식
379,(주)버금에프앤비,버금새우,김용준,20170972,기타 외식
380,(주)와이푸드,노랑강정,권병도,20160549,기타 외식
381,(주)브라운에프앤씨,브라운돈까스,심훈,20150031,기타 외식
382,(주)티엠홀딩스,논노스(NONNOS),김명환,20200486,기타 외식
383,제이에이치푸드,깡돈,전준호,20120100220,기타 외식
384,(주)종로맥가,종로맥가,안주환,20150722,기타 외식
385,(주)초에프앤비,초대창,김석훈,20200478,기타 외식
386,포갈집,포갈집,홍지은,20200479,기타 외식
387,TheHoon코퍼레이션,팔삼닭발,장기훈,20160925,기타 외식
388,아성푸드컨설팅,치고야,전은정,20150206,기타 외식
389,(주)푸드팩토리즈,후레쉬팩토리,배수완,20180662,기타 외식
390,푸드스토리,장미막창,김성혜,20200482,기타 외식
391,(주)길품에프엔비,일백집 서울포장마차,강훈,20190950,기타 외식
392,(주)와이케이,갓튀김닭,박윤경,20200471,기타 외식
393,(주)길품에프엔비,칠백집 서울껍데기,강훈,20190814,기타 외식
394,오름푸드,장혁민의 부대찌개,정금현,20160331,기타 외식
395,안푸드,조대포,안은경,20170858,기타 외식
396,배가푸드,설화참숯닭갈비,배성근,20171456,기타 외식
397,제이오에프앤씨,양대박,방을용,20200469,기타 외식
