번호,상호,영업표지,대표자,등록번호,업종
132,(주)원앙에프앤비,테이트모던,이은애,20190542,서양식
133,(주)유즈코퍼레이션,키친랩,배충범,20170479,서양식
134,(주)새모양에프앤비,아인방,이전무,20150832,서양식
135,끼니컴퍼니,more.TT,손병수,20181078,서양식
136,(주)에스에스피씨(SSPC),숑숑돈까스,김영창,20170517,서양식
137,농업회사법인(주)엘마노,엘마노,정용남,20160105,서양식
138,(주)촌놈인터내셔널,컨트리맨즈,"이훈희,김정식",20141257,서양식
139,(주)숟가락이야기,스푼스토리,최은혁,20160083,서양식
140,(주)이루라퍼시픽,에그베리11(eggberry11),"강필성, 김정윤, 김소연",20190273,서양식
141,디티푸드,훗스테이크,이종성,20190251,서양식
