번호,상호,영업표지,대표자,등록번호,업종
169,(주)루머팡,루머팡,박경자,20110600057,커피
170,(주)오구본가,빨콩,임현종,20140802,커피
171,해쉬커피본점,디알해쉬커피,손보영,20200441,커피
172,(주)플레어비,플레어비,서정현,20191384,커피
173,(주)에이치케이컴퍼니,데일리오아시스,김현교,20180810,커피
174,루나에프엔비(주),반달커피,"장은지, 이미혜",20200404,커피
175,(유)에브라임이노베이션,카페게이트,권순문,20150253,커피
176,로스터리미노(roasterymino),커피달램,박민호,20181290,커피
177,후드,후드,최수민,20191087,커피
178,비단로,비단로,조인성,20200378,커피
179,그린머그코리아,그린머그,이호경,20191240,커피
180,카페꽃이피다,카페 꽃이피다,김문환,20200374,커피
181,토리스타씨앤에스(toristarC&S),토리스타특별한커피,"김현기, 정상호",20160917,커피
182,(주)티에스커피,아운(āoon),진승원,20190845,커피
183,레이지모닝,레이지모닝,"배현진, 홍사광",20170725,커피
184,(주)탐앤탐스,탐앤탐스커피(TOMNTOMS COFFEE),김도균,20080100373,커피
185,(주)마고에프앤씨,마고플레인,박진철,20200232,커피
186,(주)요거프레소,요거프레소,최민호,20080100635,커피
187,(주)비아이랩,원유로 스페셜티 커피,김세경,20200187,커피
188,(주)카페온화,카페온화,송홍신,20200177,커피
189,(주)홈스테드,홈스테드(Homestead),박남희,20100100126,커피
190,(주)어반파머스,파머스빈,김경희,20200158,커피
191,(주)릴렉스코리아,힐링초이스,정대봉,20160374,커피
192,(주)티엠홀딩스,제퍼빈스(zephyr beans),김명환,20110100389,커피
193,(주)카페보스,카페보스(CAFE BOSS),이원희,20180715,커피
194,(주)한경기획,청년다방,한경민,20150700,커피
195,(주)나리꼬모,나리꼬모,김나리,20200087,커피
196,(주)중독컴퍼니,카페인중독,김성우,20171137,커피
197,(주)카페베네,카페베네,박그레타,20080100071,커피
198,데일리티(주),데일리티,정성욱,20191423,커피
199,(주)아이윈,파리공방(Paris Atelier),"윤한주, 한범구",20180323,커피
200,(주)앤하우스,메가엠지씨커피(MEGA MGC COFFEE),하형운,20160628,커피
201,(주)핸델과그레텔,핸델앤그레텔,김형수,20090100054,커피
202,(주)진심코리아,더치앤빈,이주성,20151052,커피
203,태영에프앤비(주),주커피,김명환,20120100375,커피
204,(주)파리크라상,파스쿠찌,황재복,20090100251,커피
205,(주)커피만컴퍼니,커피온리,"진일호, 장준",20161207,커피
206,(주)코리아케이푸드,비거커피,허재웅,20191287,커피
207,(주)카페코지,카페코지,최석민외 1,20191245,커피
208,투썸플레이스(주),투썸플레이스,이영상,20080100618,커피
209,롯데지알에스(주),엔제리너스,남익우,20080100153,커피
210,(주)쿱커피랩,제이제이로스터스,김예숙,20190906,커피
211,(주)떼루와,카페브루빈(cafe BREWBEAN),마영재,20181261,커피
212,(주)유동커피,유동커피,박기남,20191183,커피
213,(주)히코코,히코코,안우용,20191175,커피
214,엘아르카,엘아르카,김은철,20180350,커피
215,(주)놀부,레드머그커피,안세진,20150808,커피
216,(주)놀부,벨라빈스커피,안세진,20150025,커피
217,원유통뉴욕보틀,뉴욕보틀,조철우 외1,20151244,커피
218,(주)지핸즈,핸즈커피 (HANDS COFFEE),진경도,20080600030,커피
219,커피사피엔스,커피사피엔스,정세현,20171478,커피
220,(주)파인피엠아이,카페까마르도,민전기,20090100383,커피
221,(주)다도글로벌,드롭탑(DROPTOP),임문수,20110100154,커피
222,(주)더바른사람들,더착한커피,김미진,20180627,커피
223,곰미커피,곰미커피,조재현,20160322,커피
224,051커피컴퍼니,cafe051(카페051),유기성,20160973,커피
225,(주)제너러스커피,generus coffee(제너러스커피),권철우,20191125,커피
226,서컴퍼니,부바스,김건우,20140784,커피
227,두이모,두이모,최연 외 1명,20191109,커피
